serial_number,date,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_7,sensor_8,sensor_10,sensor_11,sensor_13,sensor_14,sensor_15,failure
59_good,39,-0.0033,-0.0005,641.91,1585.97,554.31,2388.02,1.3,47.23,2388.06,8139.03,8.3958,0
59_good,40,0.0026,0.0001,641.92,1579.82,554.12,2388.0,1.3,47.19,2387.97,8141.47,8.4179,0
59_good,41,-0.0003,0.0003,641.94,1580.4,554.09,2388.01,1.3,47.13,2388.05,8136.08,8.3845,0
59_good,42,-0.0009,-0.0002,642.62,1587.26,554.04,2388.0,1.3,47.19,2388.06,8140.28,8.3975,0
59_good,43,-0.0044,0.0002,642.76,1585.91,554.5,2388.01,1.3,47.22,2387.96,8136.54,8.3811,0
59_good,44,-0.0007,-0.0005,642.07,1584.95,554.47,2387.99,1.3,47.25,2388.04,8136.44,8.3961,0
59_good,45,0.0031,-0.0002,642.38,1585.7,554.5,2388.06,1.3,47.03,2388.04,8139.13,8.4018,0
59_good,46,-0.0021,-0.0,642.27,1579.2,554.34,2388.02,1.3,47.11,2388.03,8138.13,8.3959,0
59_good,47,-0.0032,-0.0001,641.75,1579.84,554.66,2388.0,1.3,47.19,2388.0,8138.26,8.3759,0
59_good,48,0.0017,-0.0002,641.85,1584.7,554.24,2388.06,1.3,47.18,2388.0,8132.75,8.3699,0
59_good,49,0.0009,-0.0004,642.1,1583.81,554.42,2387.97,1.3,47.15,2388.03,8140.47,8.4146,0
59_good,50,0.0007,-0.0001,642.28,1584.68,553.73,2388.0,1.3,47.26,2388.08,8133.67,8.4187,0
59_good,51,-0.0014,0.0004,642.49,1586.83,553.33,2388.05,1.3,47.24,2388.06,8143.82,8.4,0
59_good,52,-0.0005,0.0001,642.76,1587.62,554.57,2388.02,1.3,47.08,2388.05,8143.28,8.4365,0
59_good,53,0.0023,-0.0,641.71,1587.83,554.11,2388.01,1.3,47.08,2388.0,8137.76,8.4104,0
59_good,54,-0.0014,0.0,641.67,1586.06,554.13,2388.04,1.3,47.37,2387.99,8139.73,8.4057,0
59_good,55,0.0008,-0.0001,642.13,1577.44,554.42,2387.97,1.3,47.2,2388.04,8134.88,8.3841,0
59_good,56,-0.0013,-0.0003,642.5,1588.8,554.49,2388.02,1.3,47.01,2388.08,8137.67,8.3852,0
59_good,57,-0.0033,0.0002,641.98,1582.1,554.06,2388.02,1.3,47.16,2388.01,8140.47,8.4078,0
59_good,58,-0.0002,0.0001,642.19,1581.6,554.26,2387.98,1.3,47.27,2388.0,8137.13,8.4233,0
59_good,59,0.0004,0.0003,642.44,1588.02,554.24,2388.05,1.3,47.14,2388.0,8135.52,8.4016,0
59_good,60,-0.001,0.0003,641.9,1584.51,555.27,2388.03,1.3,47.21,2388.04,8140.11,8.4269,0
59_good,61,-0.0014,0.0,642.3,1591.6,553.94,2388.01,1.3,47.37,2388.02,8135.31,8.4058,0
59_good,62,0.0022,0.0002,642.1,1585.67,553.93,2388.03,1.3,47.26,2388.03,8137.6,8.4065,0
59_good,63,0.0004,-0.0003,642.13,1580.7,555.37,2388.02,1.3,47.09,2388.08,8142.19,8.3913,0
59_good,64,0.0012,-0.0001,642.43,1578.65,554.11,2388.03,1.3,47.34,2388.0,8141.34,8.3888,0
59_good,65,0.0026,0.0004,642.06,1585.74,554.69,2388.03,1.3,47.24,2388.04,8140.16,8.4487,0
59_good,66,0.0003,0.0001,642.25,1585.21,554.56,2388.05,1.3,47.12,2388.03,8134.46,8.4097,0
59_good,67,0.0042,0.0002,641.7,1586.3,554.33,2388.02,1.3,47.25,2388.02,8139.72,8.3956,0
59_good,68,-0.0022,-0.0,642.05,1589.14,554.68,2388.0,1.3,47.12,2388.02,8134.36,8.4033,0
59_good,69,-0.0024,-0.0004,642.01,1586.77,554.96,2388.07,1.3,47.22,2388.08,8139.61,8.3988,0
59_good,70,0.0021,-0.0001,642.41,1588.33,555.02,2387.99,1.3,47.18,2388.04,8146.21,8.3701,0
59_good,71,-0.0009,-0.0005,642.45,1592.32,554.93,2388.03,1.3,47.1,2388.02,8133.43,8.3957,0
59_good,72,-0.0023,-0.0001,641.94,1591.19,553.81,2387.99,1.3,47.26,2388.01,8141.25,8.3723,0
59_good,73,-0.0037,0.0004,642.39,1587.82,554.8,2388.02,1.3,47.13,2387.99,8140.47,8.4305,0
59_good,74,0.0024,0.0002,641.92,1589.72,554.98,2388.04,1.3,47.38,2388.03,8139.69,8.461,0
59_good,75,-0.0009,-0.0004,641.94,1589.27,554.54,2388.02,1.3,47.32,2387.98,8138.26,8.4345,0
59_good,76,0.0008,0.0003,642.01,1588.96,554.36,2388.03,1.3,47.2,2388.04,8143.18,8.4166,0
59_good,77,0.0037,0.0003,642.1,1582.83,554.1,2388.01,1.3,47.13,2388.04,8140.79,8.3722,0
59_good,78,0.0005,0.0,641.46,1583.12,554.55,2388.05,1.3,47.24,2388.02,8143.83,8.4223,0
59_good,79,-0.0001,0.0004,642.32,1579.46,553.92,2388.05,1.3,47.28,2388.02,8140.81,8.3867,0
59_good,80,0.0018,0.0004,641.81,1585.2,553.76,2388.02,1.3,47.34,2388.04,8133.97,8.4114,0
59_good,81,-0.0012,0.0001,642.0,1590.73,554.77,2387.98,1.3,47.44,2388.04,8134.42,8.3942,0
59_good,82,-0.0018,0.0004,642.0,1579.73,554.38,2388.01,1.3,47.18,2388.0,8134.28,8.3813,0
59_good,83,-0.0014,0.0004,642.47,1593.71,554.0,2388.04,1.3,47.33,2388.04,8139.51,8.4072,0
59_good,84,-0.0012,0.0002,642.13,1586.68,554.36,2388.03,1.3,47.2,2388.05,8139.1,8.3723,0
59_good,85,0.0015,-0.0003,641.87,1575.95,554.61,2388.02,1.3,47.34,2388.04,8139.41,8.4426,0
59_good,86,0.0012,0.0002,642.51,1579.28,554.22,2388.07,1.3,47.34,2388.05,8138.23,8.3988,0
59_good,87,0.0011,-0.0004,642.04,1592.98,553.77,2388.0,1.3,47.2,2388.04,8140.17,8.3873,0
59_good,88,-0.0013,-0.0001,642.0,1590.1,554.06,2388.03,1.3,47.39,2388.06,8135.44,8.4154,0
59_good,89,0.0006,0.0004,642.67,1580.44,553.93,2388.03,1.3,47.45,2388.07,8139.22,8.4201,0
59_good,90,0.0034,0.0002,641.85,1582.8,554.59,2388.06,1.3,47.23,2388.06,8142.36,8.4392,0
59_good,91,0.0061,0.0002,642.52,1589.25,554.08,2388.04,1.3,47.34,2388.06,8136.58,8.4272,0
59_good,92,0.0008,0.0004,642.02,1585.11,553.64,2388.0,1.3,47.15,2388.04,8142.07,8.4307,0
59_good,93,0.0009,-0.0002,642.42,1585.84,554.22,2388.08,1.3,47.39,2388.06,8138.22,8.4105,0
59_good,94,-0.0007,-0.0004,642.18,1584.24,553.72,2388.0,1.3,47.08,2388.05,8140.39,8.4267,0
5_good,1,0.0024,-0.0004,642.43,1590.79,553.5,2388.07,1.3,47.37,2388.07,8130.9,8.4426,0
5_good,2,0.0011,0.0002,642.85,1581.46,553.44,2388.06,1.3,47.54,2388.11,8128.71,8.4429,0
5_good,3,0.0056,-0.0,642.88,1586.05,553.51,2388.06,1.3,47.27,2388.11,8132.02,8.4657,0
5_good,4,-0.001,0.0003,642.79,1585.93,553.93,2388.15,1.3,47.43,2388.09,8130.1,8.4147,0
5_good,5,0.0044,0.0002,642.66,1583.4,553.83,2388.12,1.3,47.48,2388.01,8132.74,8.4201,0
5_good,6,0.0018,0.0003,642.72,1581.43,552.84,2388.05,1.3,47.49,2388.07,8130.32,8.4301,0
5_good,7,0.0061,0.0004,642.44,1592.72,553.39,2388.1,1.3,47.5,2388.17,8133.31,8.4494,0
5_good,8,-0.0009,0.0002,643.14,1590.58,553.86,2388.09,1.3,47.48,2388.11,8131.46,8.4504,0
5_good,9,0.0024,-0.0002,642.5,1586.98,553.83,2388.12,1.3,47.41,2388.09,8139.72,8.4558,0
5_good,10,-0.0009,-0.0002,643.17,1595.37,553.16,2388.11,1.3,47.61,2388.11,8138.55,8.4885,0
5_good,11,0.0015,-0.0003,643.23,1583.73,553.24,2388.08,1.3,47.64,2388.1,8127.61,8.3709,0
5_good,12,0.0003,0.0004,642.25,1592.65,553.16,2388.06,1.3,47.27,2388.07,8130.29,8.424,0
5_good,13,-0.0007,-0.0001,643.22,1586.89,554.02,2388.1,1.3,47.44,2388.1,8135.38,8.4294,0
5_good,14,-0.0007,-0.0005,643.13,1589.04,553.25,2388.07,1.3,47.38,2388.13,8134.11,8.4424,0
5_good,15,0.0027,0.0001,642.28,1591.4,553.27,2388.13,1.3,47.57,2388.07,8132.85,8.4301,0
5_good,16,0.0023,-0.0001,642.31,1585.55,553.51,2388.05,1.3,47.39,2388.06,8137.62,8.4232,0
5_good,17,-0.0005,0.0,642.75,1592.26,554.12,2388.04,1.3,47.38,2388.06,8128.43,8.4262,0
5_good,18,-0.0005,0.0002,642.51,1587.0,553.79,2388.09,1.3,47.57,2388.06,8133.28,8.4128,0
5_good,19,-0.0011,0.0002,642.51,1583.57,553.73,2388.12,1.3,47.57,2388.05,8132.54,8.4401,0
5_good,20,0.0001,0.0002,642.3,1584.55,553.31,2388.08,1.3,47.47,2388.12,8132.59,8.4356,0
5_good,21,0.0003,0.0004,642.31,1587.95,553.74,2388.11,1.3,47.45,2388.1,8129.49,8.4239,0
5_good,22,-0.0002,0.0005,642.76,1589.88,553.48,2388.1,1.3,47.43,2388.11,8132.98,8.4145,0
5_good,23,0.0004,-0.0001,642.69,1588.12,553.61,2388.09,1.3,47.64,2388.05,8130.61,8.4518,0
5_good,24,-0.0038,-0.0002,641.98,1590.1,553.34,2388.08,1.3,47.29,2388.05,8136.78,8.4216,0
5_good,25,0.0038,0.0002,642.78,1586.13,553.9,2388.07,1.3,47.54,2388.03,8133.15,8.4255,0
5_good,26,-0.002,0.0001,642.23,1592.16,554.06,2388.09,1.3,47.57,2388.07,8130.12,8.4169,0
5_good,27,-0.0007,-0.0002,642.76,1589.0,552.67,2388.08,1.3,47.46,2388.06,8136.43,8.4159,0
5_good,28,0.0002,-0.0,643.35,1585.36,553.38,2388.08,1.3,47.51,2388.03,8134.9,8.432,0
5_good,29,-0.0016,-0.0005,641.82,1591.3,553.52,2388.13,1.3,47.56,2388.14,8137.14,8.4471,0
5_good,30,-0.0006,-0.0004,642.89,1587.2,554.38,2388.09,1.3,47.54,2388.13,8131.09,8.4378,0
5_good,31,-0.0006,0.0004,642.28,1595.01,553.88,2388.12,1.3,47.29,2388.1,8135.95,8.4145,0
5_good,32,0.0042,0.0003,642.47,1593.09,553.78,2388.06,1.3,47.38,2388.07,8135.32,8.4236,0
5_good,33,0.0026,-0.0002,642.58,1598.76,554.24,2388.05,1.3,47.58,2388.14,8140.87,8.4315,0
5_good,34,-0.001,-0.0004,642.71,1589.95,553.65,2388.1,1.3,47.41,2388.1,8131.06,8.3973,0
5_good,35,-0.0008,0.0,643.2,1586.45,553.84,2388.12,1.3,47.47,2388.1,8136.05,8.4583,0
5_good,36,-0.0044,-0.0004,642.31,1586.78,552.81,2388.13,1.3,47.53,2388.13,8131.04,8.4109,0
5_good,37,0.0026,-0.0002,642.33,1588.21,553.27,2388.14,1.3,47.54,2388.1,8129.79,8.4637,0
5_good,38,0.0007,-0.0002,641.97,1592.87,553.36,2388.09,1.3,47.47,2388.06,8135.49,8.4354,0
5_good,39,-0.0005,-0.0003,642.51,1590.86,553.82,2388.05,1.3,47.33,2388.12,8133.59,8.4282,0
5_good,40,-0.0002,-0.0002,642.87,1590.26,553.11,2388.15,1.3,47.35,2388.16,8131.9,8.4385,0
5_good,41,-0.0043,-0.0002,642.75,1591.26,552.87,2388.14,1.3,47.49,2388.06,8129.93,8.4413,0
5_good,42,-0.0027,0.0003,643.06,1586.0,553.83,2388.11,1.3,47.7,2388.17,8133.49,8.4256,0
5_good,43,-0.0008,-0.0002,642.99,1593.83,553.87,2388.03,1.3,47.52,2388.09,8131.86,8.398,0
5_good,44,-0.0013,-0.0005,642.66,1591.0,553.01,2388.11,1.3,47.53,2388.12,8134.6,8.4526,0
5_good,45,0.0042,-0.0002,642.45,1592.06,552.98,2388.09,1.3,47.52,2388.07,8131.65,8.3951,0
5_good,46,0.0012,-0.0003,642.79,1588.79,553.09,2388.09,1.3,47.44,2388.08,8133.22,8.3975,0
5_good,47,-0.0004,-0.0002,642.74,1589.16,553.59,2388.11,1.3,47.67,2388.05,8131.34,8.4344,0
5_good,48,0.0009,-0.0001,643.18,1592.54,553.79,2388.12,1.3,47.58,2388.11,8135.44,8.4455,0
5_good,49,0.0041,-0.0003,642.21,1595.65,553.54,2388.1,1.3,47.51,2388.12,8135.15,8.4619,0
5_good,50,0.003,-0.0004,642.33,1591.74,553.27,2388.1,1.3,47.54,2388.1,8124.8,8.4556,0
5_good,51,-0.0011,-0.0,642.93,1589.56,553.3,2388.13,1.3,47.46,2388.11,8132.02,8.4547,0
5_good,52,0.002,0.0002,642.48,1587.6,553.28,2388.12,1.3,47.33,2388.11,8128.7,8.4377,0
5_good,53,0.0013,-0.0,642.25,1594.8,553.49,2388.07,1.3,47.54,2388.09,8131.33,8.4475,0
5_good,54,0.001,0.0001,642.57,1586.73,553.19,2388.11,1.3,47.32,2388.12,8130.17,8.4224,0
5_good,55,-0.0007,0.0004,643.0,1590.08,553.15,2388.18,1.3,47.59,2388.17,8129.85,8.4463,0
5_good,56,-0.0009,-0.0002,642.76,1584.71,553.4,2388.08,1.3,47.41,2388.12,8131.93,8.4274,0
5_good,57,-0.002,-0.0003,642.25,1582.23,553.58,2388.11,1.3,47.33,2388.08,8130.76,8.4243,0
5_good,58,0.0002,0.0,642.63,1588.24,553.44,2388.11,1.3,47.47,2388.1,8134.02,8.4557,0
5_good,59,0.0015,-0.0004,642.64,1594.93,554.22,2388.16,1.3,47.57,2388.08,8132.72,8.4174,0
5_good,60,0.0014,-0.0004,642.9,1581.39,553.57,2388.12,1.3,47.5,2388.14,8136.75,8.4244,0
5_good,61,-0.0025,-0.0002,641.99,1577.71,553.36,2388.13,1.3,47.4,2388.11,8131.53,8.453,0
5_good,62,0.001,0.0001,642.79,1598.65,552.96,2388.12,1.3,47.61,2388.13,8133.67,8.4278,0
5_good,63,-0.0024,-0.0001,642.34,1584.26,554.47,2388.12,1.3,47.39,2388.19,8127.74,8.4506,0
5_good,64,0.0012,-0.0003,643.0,1593.07,553.44,2388.11,1.3,47.57,2388.13,8132.83,8.4067,0
5_good,65,0.001,0.0005,642.58,1585.72,553.34,2388.1,1.3,47.49,2388.08,8127.28,8.4079,0
5_good,66,-0.0004,-0.0001,642.79,1595.7,553.42,2388.08,1.3,47.43,2388.12,8135.82,8.4331,0
5_good,67,-0.0048,0.0001,642.58,1586.59,553.2,2388.1,1.3,47.53,2388.06,8128.16,8.4509,0
5_good,68,-0.0017,-0.0002,642.9,1583.33,553.86,2388.13,1.3,47.6,2388.11,8131.52,8.432,0
5_good,69,0.0023,-0.0004,642.58,1595.41,553.09,2388.11,1.3,47.52,2388.11,8127.3,8.4626,0
5_good,70,0.0014,-0.0003,642.41,1584.23,553.26,2388.05,1.3,47.75,2388.11,8133.68,8.4678,0
5_good,71,-0.0031,-0.0004,643.11,1587.4,553.34,2388.19,1.3,47.59,2388.12,8133.88,8.4428,0
5_good,72,-0.0016,0.0001,642.37,1589.65,553.03,2388.12,1.3,47.5,2388.12,8132.98,8.4189,0
5_good,73,-0.0039,0.0003,642.86,1596.15,553.83,2388.09,1.3,47.54,2388.06,8131.4,8.3881,0
5_good,74,-0.0001,-0.0,643.03,1591.81,553.22,2388.16,1.3,47.76,2388.15,8137.4,8.445,0
5_good,75,0.0008,-0.0004,642.68,1591.23,553.4,2388.07,1.3,47.6,2388.11,8127.1,8.4466,0
5_good,76,0.003,-0.0003,642.02,1587.58,553.04,2388.12,1.3,47.63,2388.11,8132.55,8.4374,0
5_good,77,-0.0007,0.0003,642.55,1586.27,554.1,2388.18,1.3,47.68,2388.13,8130.66,8.474,0
5_good,78,-0.0024,-0.0004,642.4,1588.24,552.78,2388.09,1.3,47.58,2388.14,8129.95,8.4237,0
5_good,79,0.0019,-0.0002,642.54,1592.13,552.45,2388.12,1.3,47.73,2388.09,8133.19,8.4206,0
60_good,1,-0.0003,-0.0005,642.13,1590.14,553.86,2388.07,1.3,47.39,2388.1,8140.51,8.3874,0
60_good,2,0.002,-0.0005,642.48,1589.09,553.51,2388.04,1.3,47.51,2388.09,8136.05,8.43,0
60_good,3,0.0021,0.0003,642.61,1594.6,553.23,2388.07,1.3,47.26,2388.07,8134.11,8.4236,0
60_good,4,0.0005,-0.0002,641.95,1585.52,553.58,2388.04,1.3,47.39,2388.02,8131.37,8.4313,0
60_good,5,-0.0,0.0003,641.77,1588.14,554.73,2388.06,1.3,47.31,2388.01,8137.72,8.3963,0
60_good,6,-0.0026,0.0003,642.42,1592.44,553.87,2388.11,1.3,47.43,2388.12,8128.0,8.3986,0
60_good,7,0.0015,-0.0002,642.16,1582.94,553.9,2388.09,1.3,47.39,2388.03,8134.56,8.3961,0
60_good,8,0.002,-0.0005,642.46,1581.02,553.01,2388.03,1.3,47.56,2388.1,8138.36,8.4179,0
60_good,9,0.0027,0.0003,642.49,1582.9,554.46,2388.03,1.3,47.23,2388.08,8133.7,8.4054,0
60_good,10,-0.0007,0.0,642.32,1588.31,554.14,2388.07,1.3,47.29,2388.04,8136.14,8.3795,0
60_good,11,0.0004,-0.0004,642.57,1588.52,553.29,2388.08,1.3,47.39,2388.13,8131.62,8.4335,0
60_good,12,0.0019,-0.0003,642.66,1580.85,554.24,2388.11,1.3,47.32,2388.11,8137.26,8.3972,0
60_good,13,-0.0011,-0.0002,642.57,1592.02,553.27,2388.09,1.3,47.55,2388.07,8135.68,8.4068,0
60_good,14,-0.0013,0.0003,641.95,1578.44,553.71,2388.08,1.3,47.55,2388.01,8133.6,8.3998,0
60_good,15,0.0011,-0.0003,642.24,1584.16,553.27,2388.07,1.3,47.41,2388.09,8133.5,8.4498,0
60_good,16,-0.0002,-0.0,642.31,1587.6,553.87,2388.04,1.3,47.3,2388.1,8131.29,8.4283,0
60_good,17,0.0021,-0.0001,642.71,1588.09,554.16,2388.08,1.3,47.25,2388.12,8141.92,8.4376,0
60_good,18,0.001,0.0004,643.05,1584.06,553.4,2388.11,1.3,47.58,2388.07,8134.43,8.4416,0
60_good,19,0.0046,-0.0004,642.21,1588.69,554.1,2388.04,1.3,47.41,2388.09,8137.31,8.4385,0
60_good,20,0.0026,0.0003,642.84,1583.24,553.89,2388.11,1.3,47.45,2388.09,8133.45,8.4428,0
60_good,21,-0.0028,0.0003,642.91,1586.77,553.85,2388.09,1.3,47.34,2388.08,8134.19,8.4047,0
60_good,22,0.0018,0.0001,642.07,1590.14,553.93,2388.09,1.3,47.43,2388.06,8134.35,8.447,0
60_good,23,-0.004,-0.0005,642.86,1584.01,553.71,2388.08,1.3,47.33,2388.1,8134.53,8.4157,0
60_good,24,0.0009,-0.0003,642.54,1588.91,553.91,2388.1,1.3,47.42,2388.06,8135.56,8.4416,0
60_good,25,0.0008,-0.0005,642.27,1589.75,553.72,2388.11,1.3,47.48,2387.96,8137.04,8.4057,0
60_good,26,-0.0002,-0.0,642.52,1587.78,553.62,2388.06,1.3,47.5,2388.05,8139.47,8.4311,0
60_good,27,0.0052,-0.0002,641.9,1592.0,553.52,2388.06,1.3,47.3,2388.06,8133.85,8.4318,0
60_good,28,0.0023,-0.0004,642.24,1584.93,554.3,2388.08,1.3,47.43,2388.0,8135.89,8.4467,0
60_good,29,-0.0027,0.0003,642.4,1591.76,553.51,2388.04,1.3,47.27,2388.07,8137.43,8.4304,0
60_good,30,0.0006,-0.0001,642.56,1583.37,553.13,2388.07,1.3,47.47,2388.08,8134.79,8.4519,0
60_good,31,-0.0019,0.0004,642.16,1581.97,553.58,2388.04,1.3,47.46,2388.05,8135.62,8.4294,0
60_good,32,0.0024,0.0004,642.66,1590.15,554.78,2388.03,1.3,47.47,2388.05,8132.69,8.3858,0
60_good,33,0.001,0.0004,642.35,1585.39,553.17,2388.1,1.3,47.26,2388.12,8133.88,8.3938,0
60_good,34,0.0019,-0.0002,642.28,1588.45,554.48,2388.06,1.3,47.55,2388.02,8136.59,8.4367,0
60_good,35,0.0007,-0.0002,641.81,1591.32,554.07,2388.06,1.3,47.3,2388.05,8137.44,8.4174,0
60_good,36,0.0008,0.0002,641.82,1587.91,554.21,2388.06,1.3,47.35,2388.02,8133.95,8.4377,0
60_good,37,0.0004,0.0,642.42,1592.51,553.71,2388.05,1.3,47.26,2388.04,8135.72,8.4175,0
60_good,38,0.0012,-0.0005,642.38,1583.74,553.92,2388.13,1.3,47.3,2388.07,8137.76,8.4245,0
60_good,39,0.001,-0.0,642.5,1585.11,553.34,2388.06,1.3,47.49,2388.08,8138.33,8.4436,0
60_good,40,0.0003,0.0004,642.75,1586.31,553.67,2388.1,1.3,47.47,2388.09,8136.44,8.4507,0
60_good,41,-0.0027,-0.0004,642.65,1588.22,553.83,2388.08,1.3,47.62,2387.98,8138.81,8.3964,0
60_good,42,0.0007,0.0002,642.61,1585.56,553.57,2388.08,1.3,47.37,2388.05,8133.1,8.4313,0
60_good,43,-0.0023,-0.0003,642.24,1593.7,553.63,2388.09,1.3,47.48,2388.12,8136.02,8.4289,0
60_good,44,-0.0066,0.0002,642.49,1585.17,553.14,2388.08,1.3,47.48,2388.1,8136.38,8.3979,0
60_good,45,0.0005,-0.0003,642.17,1587.05,553.98,2388.06,1.3,47.35,2388.11,8135.23,8.4056,0
60_good,46,-0.0045,-0.0004,642.33,1592.98,553.62,2388.03,1.3,47.5,2388.11,8135.7,8.4347,0
60_good,47,0.0018,-0.0002,642.42,1586.72,553.85,2388.06,1.3,47.61,2388.14,8133.88,8.4324,0
60_good,48,0.0008,0.0003,642.65,1595.11,554.03,2388.08,1.3,47.28,2388.03,8134.25,8.4133,0
60_good,49,0.0004,0.0004,642.58,1585.97,554.21,2388.05,1.3,47.48,2388.04,8138.43,8.4405,0
60_good,50,-0.0003,-0.0003,642.0,1592.66,553.39,2388.11,1.3,47.46,2388.09,8133.25,8.4796,0
60_good,51,-0.0006,-0.0005,642.49,1586.17,553.39,2388.1,1.3,47.46,2388.08,8133.54,8.4104,0
60_good,52,-0.0031,0.0002,642.13,1583.16,553.31,2388.09,1.3,47.68,2388.06,8127.7,8.4303,0
60_good,53,0.0008,-0.0004,641.78,1589.45,553.89,2388.07,1.3,47.3,2388.02,8136.36,8.4611,0
60_good,54,0.0011,0.0003,642.44,1593.24,554.26,2388.11,1.3,47.65,2388.06,8133.75,8.4262,0
60_good,55,-0.0037,0.0004,642.73,1587.36,553.49,2388.11,1.3,47.4,2388.03,8138.18,8.3987,0
60_good,56,0.0001,0.0003,642.4,1585.33,554.22,2388.07,1.3,47.54,2388.07,8133.46,8.4224,0
60_good,57,-0.0004,0.0004,642.18,1581.49,553.85,2388.09,1.3,47.45,2388.1,8140.64,8.4215,0
60_good,58,0.002,-0.0003,642.67,1584.86,553.79,2388.09,1.3,47.33,2388.04,8126.55,8.4507,0
60_good,59,-0.0015,-0.0001,642.52,1589.16,553.01,2388.03,1.3,47.49,2388.1,8138.49,8.435,0
60_good,60,0.0006,0.0003,642.29,1589.17,554.11,2388.13,1.3,47.16,2388.07,8137.4,8.4407,0
60_good,61,-0.001,0.0,642.64,1586.05,553.71,2388.15,1.3,47.41,2388.08,8133.94,8.4182,0
60_good,62,0.0005,-0.0002,642.94,1586.85,553.26,2388.11,1.3,47.31,2388.09,8132.4,8.4292,0
60_good,63,0.0012,0.0002,642.31,1591.29,554.75,2388.06,1.3,47.51,2388.03,8140.05,8.4186,0
60_good,64,0.0015,0.0004,643.07,1587.02,553.55,2388.1,1.3,47.35,2388.09,8132.63,8.4446,0
60_good,65,-0.0019,-0.0004,642.9,1579.83,553.84,2388.11,1.3,47.45,2388.07,8132.3,8.4249,0
60_good,66,-0.002,-0.0004,642.83,1588.77,553.94,2388.06,1.3,47.61,2388.03,8129.88,8.4257,0
60_good,67,-0.0019,-0.0003,642.6,1588.22,553.79,2388.18,1.3,47.5,2388.06,8140.03,8.4534,0
60_good,68,0.0001,0.0001,642.61,1592.15,553.79,2388.13,1.3,47.37,2388.04,8134.7,8.4683,0
60_good,69,0.0035,-0.0005,642.32,1582.78,553.22,2388.03,1.3,47.49,2388.07,8137.88,8.4365,0
60_good,70,0.0031,0.0003,642.99,1580.93,553.93,2388.04,1.3,47.43,2388.09,8142.2,8.4041,0
60_good,71,0.003,-0.0,642.37,1581.98,553.92,2388.13,1.3,47.37,2388.1,8138.08,8.4352,0
60_good,72,0.0026,0.0002,642.33,1591.82,553.88,2388.07,1.3,47.62,2388.12,8134.71,8.4476,0
60_good,73,0.0002,-0.0003,642.71,1590.47,553.37,2388.14,1.3,47.58,2388.1,8135.25,8.4151,0
60_good,74,-0.0014,-0.0,642.68,1589.48,554.46,2388.08,1.3,47.49,2388.03,8136.26,8.4458,0
60_good,75,-0.0019,0.0002,642.67,1588.68,553.87,2388.13,1.3,47.37,2388.08,8136.59,8.4315,0
60_good,76,-0.0017,-0.0001,642.28,1581.93,552.98,2388.06,1.3,47.45,2388.04,8131.99,8.4233,0
60_good,77,0.0008,0.0004,642.19,1584.7,553.63,2388.07,1.3,47.36,2388.07,8133.14,8.4708,0
60_good,78,-0.002,-0.0003,641.73,1589.16,553.19,2388.03,1.3,47.23,2388.11,8137.57,8.4548,0
60_good,79,0.0043,-0.0001,642.92,1592.24,553.2,2388.09,1.3,47.3,2388.07,8133.0,8.3988,0
60_good,80,0.0007,-0.0004,642.92,1590.36,553.95,2388.07,1.3,47.52,2388.13,8129.15,8.4181,0
60_good,81,-0.0028,-0.0002,642.46,1583.73,553.98,2388.05,1.3,47.4,2388.11,8137.54,8.4316,0
60_good,82,-0.0031,0.0004,643.14,1592.75,553.36,2388.07,1.3,47.51,2388.02,8139.28,8.4405,0
60_good,83,0.0066,0.0004,642.26,1590.62,553.59,2388.02,1.3,47.39,2388.09,8137.09,8.4385,0
60_good,84,-0.0058,0.0003,642.84,1590.37,554.1,2388.04,1.3,47.39,2388.04,8137.85,8.411,0
60_good,85,0.003,0.0004,642.88,1595.16,553.73,2388.11,1.3,47.37,2388.11,8139.62,8.4437,0
60_good,86,-0.0045,-0.0003,642.72,1586.57,553.54,2388.08,1.3,47.18,2388.09,8137.16,8.4494,0
60_good,87,0.0015,-0.0003,642.85,1592.68,553.7,2388.03,1.3,47.36,2388.07,8130.35,8.4226,0
60_good,88,0.0034,-0.0003,641.97,1592.86,553.44,2388.11,1.3,47.48,2388.1,8134.39,8.4114,0
60_good,89,0.0033,0.0003,642.28,1590.05,553.23,2388.08,1.3,47.65,2388.09,8136.47,8.3732,0
60_good,90,0.0007,-0.0002,642.47,1590.52,553.88,2388.03,1.3,47.51,2388.07,8132.88,8.4574,0
60_good,91,-0.0012,0.0001,642.97,1594.38,554.03,2388.09,1.3,47.53,2388.08,8134.69,8.4266,0
60_good,92,-0.0026,-0.0001,641.44,1587.63,552.84,2388.08,1.3,47.45,2388.1,8133.77,8.4493,0
60_good,93,0.0009,-0.0004,642.74,1590.78,552.83,2388.04,1.3,47.5,2388.08,8140.45,8.4475,0
60_good,94,0.0006,0.0004,642.64,1592.9,553.81,2388.08,1.3,47.48,2388.09,8137.88,8.4363,0
60_good,95,-0.0031,-0.0002,642.17,1590.05,554.25,2388.08,1.3,47.56,2388.01,8128.66,8.4132,0
60_good,96,0.0026,0.0003,642.88,1593.46,553.93,2388.13,1.3,47.51,2388.09,8134.72,8.4615,0
60_good,97,-0.0021,-0.0003,642.86,1588.99,554.35,2388.11,1.3,47.57,2388.13,8129.08,8.4649,0
60_good,98,-0.0012,0.0,642.42,1583.65,554.61,2388.07,1.3,47.44,2388.06,8136.6,8.4471,0
